day,hours,price
25.03.2019,H4,21.51
25.03.2019,H5,23.91
25.03.2019,H6,30.35
25.03.2019,H7,39.66
25.03.2019,H8,55.84
25.03.2019,H9,57.42
25.03.2019,H10,56.99
25.03.2019,H11,50.04
25.03.2019,H12,46.62
25.03.2019,H13,43.15
25.03.2019,H14,42.45
25.03.2019,H15,46.07
25.03.2019,H16,51.16
25.03.2019,H17,56.91
25.03.2019,H18,58.62
25.03.2019,H19,73.01
25.03.2019,H20,73.10
25.03.2019,H21,63.01
25.03.2019,H22,49.08
25.03.2019,H23,46.51
25.03.2019,H24,37.47
26.03.2019,H1,38.99
26.03.2019,H2,35.58
26.03.2019,H3,31.97
26.03.2019,H4,31.37
26.03.2019,H5,33.27
26.03.2019,H6,39.12
26.03.2019,H7,45.76
26.03.2019,H8,51.99
26.03.2019,H9,48.20
26.03.2019,H10,46.10
26.03.2019,H11,39.36
26.03.2019,H12,38.54
26.03.2019,H13,39.03
26.03.2019,H14,37.18
26.03.2019,H15,36.08
26.03.2019,H16,38.96
26.03.2019,H17,41.47
26.03.2019,H18,53.95
26.03.2019,H19,71.78
26.03.2019,H20,74.45
26.03.2019,H21,64.62
26.03.2019,H22,55.27
26.03.2019,H23,51.60
26.03.2019,H24,39.80
27.03.2019,H1,38.00
27.03.2019,H2,36.13
27.03.2019,H3,34.20
27.03.2019,H4,33.99
27.03.2019,H5,36.85
27.03.2019,H6,42.20
27.03.2019,H7,44.26
27.03.2019,H8,53.58
27.03.2019,H9,48.17
27.03.2019,H10,42.90
27.03.2019,H11,39.80
27.03.2019,H12,38.53
27.03.2019,H13,38.98
27.03.2019,H14,37.97
27.03.2019,H15,37.44
27.03.2019,H16,37.60
27.03.2019,H17,39.44
27.03.2019,H18,44.02
27.03.2019,H19,65.31
27.03.2019,H20,69.94
27.03.2019,H21,57.24
27.03.2019,H22,48.17
27.03.2019,H23,41.97
27.03.2019,H24,37.90
28.03.2019,H1,35.76
28.03.2019,H2,34.05
28.03.2019,H3,33.58
28.03.2019,H4,33.05
28.03.2019,H5,35.32
28.03.2019,H6,41.94
28.03.2019,H7,48.75
28.03.2019,H8,54.61
28.03.2019,H9,54.03
28.03.2019,H10,49.62
28.03.2019,H11,44.41
28.03.2019,H12,43.57
28.03.2019,H13,43.01
28.03.2019,H14,42.70
28.03.2019,H15,42.70
28.03.2019,H16,46.52
28.03.2019,H17,50.74
28.03.2019,H18,57.26
28.03.2019,H19,64.23
28.03.2019,H20,69.59
28.03.2019,H21,60.90
28.03.2019,H22,54.73
28.03.2019,H23,49.36
28.03.2019,H24,40.72
29.03.2019,H1,40.49
29.03.2019,H2,35.90
29.03.2019,H3,34.47
29.03.2019,H4,33.80
29.03.2019,H5,39.01
29.03.2019,H6,45.22
29.03.2019,H7,49.79
29.03.2019,H8,50.99
29.03.2019,H9,51.15
29.03.2019,H10,48.09
29.03.2019,H11,46.00
29.03.2019,H12,43.89
29.03.2019,H13,41.37
29.03.2019,H14,40.56
29.03.2019,H15,41.36
29.03.2019,H16,43.11
29.03.2019,H17,48.09
29.03.2019,H18,50.00
29.03.2019,H19,64.09
29.03.2019,H20,71.84
29.03.2019,H21,56.77
29.03.2019,H22,41.86
29.03.2019,H23,41.20
29.03.2019,H24,38.25
30.03.2019,H1,46.01
30.03.2019,H2,36.26
30.03.2019,H3,35.00
30.03.2019,H4,34.37
30.03.2019,H5,34.46
30.03.2019,H6,39.82
30.03.2019,H7,35.60
30.03.2019,H8,36.90
30.03.2019,H9,39.28
30.03.2019,H10,37.39
30.03.2019,H11,39.28
30.03.2019,H12,35.45
30.03.2019,H13,27.30
30.03.2019,H14,25.67
30.03.2019,H15,24.13
30.03.2019,H16,26.33
30.03.2019,H17,30.99
30.03.2019,H18,41.43
30.03.2019,H19,58.40
30.03.2019,H20,67.01
30.03.2019,H21,57.07
30.03.2019,H22,46.04
30.03.2019,H23,39.75
30.03.2019,H24,35.90
31.03.2019,H1,32.49
31.03.2019,H2,30.21
31.03.2019,H4,26.98
31.03.2019,H5,27.25
31.03.2019,H6,28.17
31.03.2019,H7,27.93
31.03.2019,H8,31.10
31.03.2019,H9,32.49
31.03.2019,H10,33.07
31.03.2019,H11,30.00
31.03.2019,H12,27.50
31.03.2019,H13,25.81
31.03.2019,H14,23.00
31.03.2019,H15,21.11
31.03.2019,H16,21.77
31.03.2019,H17,24.00
31.03.2019,H18,31.00
31.03.2019,H19,38.00
31.03.2019,H20,54.95
31.03.2019,H21,58.37
31.03.2019,H22,50.18
31.03.2019,H23,41.36
31.03.2019,H24,33.84
01.04.2019,H1,29.44
01.04.2019,H2,29.01
01.04.2019,H3,28.95
01.04.2019,H4,28.93
01.04.2019,H5,29.58
01.04.2019,H6,34.42
01.04.2019,H7,44.00
01.04.2019,H8,73.74
01.04.2019,H9,71.93
01.04.2019,H10,66.98
01.04.2019,H11,59.99
01.04.2019,H12,54.93
01.04.2019,H13,48.93
01.04.2019,H14,46.62
01.04.2019,H15,45.98
01.04.2019,H16,48.08
01.04.2019,H17,56.27
01.04.2019,H18,49.36
01.04.2019,H19,56.91
01.04.2019,H20,73.97
01.04.2019,H21,72.92
01.04.2019,H22,50.18
01.04.2019,H23,39.07
01.04.2019,H24,32.15
02.04.2019,H1,30.49
02.04.2019,H2,29.00
02.04.2019,H3,27.46
02.04.2019,H4,27.16
02.04.2019,H5,28.58
02.04.2019,H6,33.95
02.04.2019,H7,48.08
02.04.2019,H8,48.67
02.04.2019,H9,56.57
02.04.2019,H10,50.18
02.04.2019,H11,48.08
02.04.2019,H12,50.03
02.04.2019,H13,52.06
02.04.2019,H14,51.86
02.04.2019,H15,54.04
02.04.2019,H16,57.97
02.04.2019,H17,59.94
02.04.2019,H18,56.23
02.04.2019,H19,69.50
02.04.2019,H20,83.98
02.04.2019,H21,81.94
02.04.2019,H22,71.29
02.04.2019,H23,61.92
02.04.2019,H24,50.02
03.04.2019,H1,41.93
03.04.2019,H2,32.01
03.04.2019,H3,30.80
03.04.2019,H4,30.25
03.04.2019,H5,31.18
03.04.2019,H6,41.89
03.04.2019,H7,51.56
03.04.2019,H8,60.56
03.04.2019,H9,70.08
03.04.2019,H10,62.36
03.04.2019,H11,56.27
03.04.2019,H12,48.08
03.04.2019,H13,46.17
03.04.2019,H14,45.32
03.04.2019,H15,42.15
03.04.2019,H16,41.78
03.04.2019,H17,42.21
03.04.2019,H18,44.10
03.04.2019,H19,47.28
03.04.2019,H20,63.43
03.04.2019,H21,64.26
03.04.2019,H22,48.08
03.04.2019,H23,45.02
03.04.2019,H24,41.23
04.04.2019,H1,45.97
04.04.2019,H2,41.90
04.04.2019,H3,34.95
04.04.2019,H4,34.27
04.04.2019,H5,35.49
04.04.2019,H6,45.95
04.04.2019,H7,54.93
04.04.2019,H8,62.05
04.04.2019,H9,69.10
04.04.2019,H10,59.96
04.04.2019,H11,53.21
04.04.2019,H12,48.93
04.04.2019,H13,47.36
04.04.2019,H14,45.05
04.04.2019,H15,42.52
04.04.2019,H16,42.29
04.04.2019,H17,43.06
04.04.2019,H18,49.06
04.04.2019,H19,48.10
04.04.2019,H20,59.98
04.04.2019,H21,59.83
04.04.2019,H22,45.78
04.04.2019,H23,41.90
04.04.2019,H24,38.42
05.04.2019,H1,37.28
05.04.2019,H2,35.26
05.04.2019,H3,33.39
05.04.2019,H4,32.99
05.04.2019,H5,34.28
05.04.2019,H6,37.69
05.04.2019,H7,44.90
05.04.2019,H8,51.94
05.04.2019,H9,54.50
05.04.2019,H10,50.62
05.04.2019,H11,48.67
05.04.2019,H12,45.58
05.04.2019,H13,42.21
05.04.2019,H14,40.21
05.04.2019,H15,39.30
05.04.2019,H16,39.10
05.04.2019,H17,41.01
05.04.2019,H18,43.99
05.04.2019,H19,55.92
05.04.2019,H20,52.24
05.04.2019,H21,59.91
05.04.2019,H22,53.51
05.04.2019,H23,52.08
05.04.2019,H24,45.89
06.04.2019,H1,41.80
06.04.2019,H2,39.10
06.04.2019,H3,37.33
06.04.2019,H4,36.60
06.04.2019,H5,36.57
06.04.2019,H6,37.29
06.04.2019,H7,39.73
06.04.2019,H8,49.23
06.04.2019,H9,53.98
06.04.2019,H10,54.46
06.04.2019,H11,52.00
06.04.2019,H12,45.39
06.04.2019,H13,41.96
06.04.2019,H14,40.05
06.04.2019,H15,38.02
06.04.2019,H16,39.95
06.04.2019,H17,42.39
06.04.2019,H18,46.06
06.04.2019,H19,44.08
06.04.2019,H20,57.63
06.04.2019,H21,62.04
06.04.2019,H22,55.37
06.04.2019,H23,43.38
06.04.2019,H24,35.55
07.04.2019,H1,37.74
07.04.2019,H2,33.48
07.04.2019,H3,32.08
07.04.2019,H4,31.39
07.04.2019,H5,31.42
07.04.2019,H6,31.92
07.04.2019,H7,33.03
07.04.2019,H8,35.79
07.04.2019,H9,37.94
07.04.2019,H10,37.23
07.04.2019,H11,35.07
07.04.2019,H12,33.87
07.04.2019,H13,31.73
07.04.2019,H14,27.60
07.04.2019,H15,26.89
07.04.2019,H16,27.87
07.04.2019,H17,31.42
07.04.2019,H18,41.21
07.04.2019,H19,52.69
07.04.2019,H20,59.13
07.04.2019,H21,63.10
07.04.2019,H22,57.34
07.04.2019,H23,51.99
07.04.2019,H24,40.53
08.04.2019,H1,36.88
08.04.2019,H2,35.77
08.04.2019,H3,34.29
08.04.2019,H4,33.70
08.04.2019,H5,35.79
08.04.2019,H6,42.76
08.04.2019,H7,57.99
08.04.2019,H8,74.90
08.04.2019,H9,78.10
08.04.2019,H10,72.99
08.04.2019,H11,66.58
08.04.2019,H12,64.20
08.04.2019,H13,60.30
08.04.2019,H14,59.97
08.04.2019,H15,59.99
08.04.2019,H16,60.41
08.04.2019,H17,65.04
08.04.2019,H18,65.04
08.04.2019,H19,68.61
08.04.2019,H20,82.59
08.04.2019,H21,84.20
08.04.2019,H22,73.46
08.04.2019,H23,58.99
08.04.2019,H24,44.04
09.04.2019,H1,43.79
09.04.2019,H2,37.10
09.04.2019,H3,35.95
09.04.2019,H4,35.46
09.04.2019,H5,36.47
09.04.2019,H6,40.66
09.04.2019,H7,59.40
09.04.2019,H8,69.25
09.04.2019,H9,75.80
09.04.2019,H10,69.69
09.04.2019,H11,62.18
09.04.2019,H12,58.52
09.04.2019,H13,57.01
09.04.2019,H14,55.61
09.04.2019,H15,56.87
09.04.2019,H16,58.08
09.04.2019,H17,61.97
09.04.2019,H18,62.49
09.04.2019,H19,69.25
09.04.2019,H20,83.94
09.04.2019,H21,83.96
09.04.2019,H22,71.22
09.04.2019,H23,57.81
09.04.2019,H24,52.02
10.04.2019,H1,50.31
10.04.2019,H2,47.99
10.04.2019,H3,39.41
10.04.2019,H4,36.99
10.04.2019,H5,43.61
10.04.2019,H6,50.31
10.04.2019,H7,63.10
10.04.2019,H8,71.90
10.04.2019,H9,78.94
10.04.2019,H10,72.40
10.04.2019,H11,67.42
10.04.2019,H12,63.94
10.04.2019,H13,60.91
10.04.2019,H14,59.18
10.04.2019,H15,63.07
10.04.2019,H16,61.56
10.04.2019,H17,63.91
10.04.2019,H18,62.66
10.04.2019,H19,64.27
10.04.2019,H20,75.60
10.04.2019,H21,75.90
10.04.2019,H22,62.52
10.04.2019,H23,56.60
10.04.2019,H24,48.20
11.04.2019,H1,38.98
11.04.2019,H2,37.50
11.04.2019,H3,36.90
11.04.2019,H4,36.34
11.04.2019,H5,37.33
11.04.2019,H6,40.59
11.04.2019,H7,59.57
11.04.2019,H8,73.03
11.04.2019,H9,80.06
11.04.2019,H10,82.23
11.04.2019,H11,72.09
11.04.2019,H12,68.23
11.04.2019,H13,63.91
11.04.2019,H14,60.39
11.04.2019,H15,60.18
11.04.2019,H16,58.49
11.04.2019,H17,59.03
11.04.2019,H18,59.19
11.04.2019,H19,61.01
11.04.2019,H20,76.13
11.04.2019,H21,78.77
11.04.2019,H22,64.95
11.04.2019,H23,56.39
11.04.2019,H24,46.68
12.04.2019,H1,39.59
12.04.2019,H2,38.11
12.04.2019,H3,38.16
12.04.2019,H4,37.85
12.04.2019,H5,38.50
12.04.2019,H6,40.82
12.04.2019,H7,50.98
12.04.2019,H8,65.35
12.04.2019,H9,70.00
12.04.2019,H10,71.21
12.04.2019,H11,67.95
12.04.2019,H12,65.48
12.04.2019,H13,62.00
12.04.2019,H14,59.93
12.04.2019,H15,59.55
12.04.2019,H16,58.89
12.04.2019,H17,58.39
12.04.2019,H18,59.57
12.04.2019,H19,60.22
12.04.2019,H20,71.20
12.04.2019,H21,73.04
12.04.2019,H22,58.39
12.04.2019,H23,48.04
12.04.2019,H24,43.31
13.04.2019,H1,43.56
13.04.2019,H2,41.35
13.04.2019,H3,39.90
13.04.2019,H4,38.66
13.04.2019,H5,38.67
13.04.2019,H6,39.31
13.04.2019,H7,41.71
13.04.2019,H8,46.26
13.04.2019,H9,55.52
13.04.2019,H10,61.41
13.04.2019,H11,59.00
13.04.2019,H12,56.00
13.04.2019,H13,51.90
13.04.2019,H14,49.08
13.04.2019,H15,46.01
13.04.2019,H16,44.96
13.04.2019,H17,46.31
13.04.2019,H18,48.11
13.04.2019,H19,50.30
13.04.2019,H20,64.51
13.04.2019,H21,67.78
13.04.2019,H22,59.19
13.04.2019,H23,46.01
13.04.2019,H24,37.21
14.04.2019,H1,38.00
14.04.2019,H2,36.16
14.04.2019,H3,34.93
14.04.2019,H4,34.72
14.04.2019,H5,35.15
14.04.2019,H6,34.63
14.04.2019,H7,35.30
14.04.2019,H8,37.99
14.04.2019,H9,41.58
14.04.2019,H10,42.48
14.04.2019,H11,41.52
14.04.2019,H12,39.09
14.04.2019,H13,37.90
14.04.2019,H14,33.60
14.04.2019,H15,32.24
14.04.2019,H16,31.40
14.04.2019,H17,32.40
14.04.2019,H18,35.64
14.04.2019,H19,42.00
14.04.2019,H20,46.20
14.04.2019,H21,56.09
14.04.2019,H22,48.34
14.04.2019,H23,43.80
14.04.2019,H24,39.97
15.04.2019,H1,36.09
15.04.2019,H2,34.69
15.04.2019,H3,35.08
15.04.2019,H4,34.57
15.04.2019,H5,34.75
15.04.2019,H6,39.90
15.04.2019,H7,49.80
15.04.2019,H8,57.75
15.04.2019,H9,58.60
15.04.2019,H10,52.20
15.04.2019,H11,48.81
15.04.2019,H12,45.66
15.04.2019,H13,45.46
15.04.2019,H14,42.57
15.04.2019,H15,41.92
15.04.2019,H16,41.39
15.04.2019,H17,42.05
15.04.2019,H18,46.02
15.04.2019,H19,47.07
15.04.2019,H20,62.41
15.04.2019,H21,64.30
15.04.2019,H22,48.12
15.04.2019,H23,42.50
15.04.2019,H24,37.50
16.04.2019,H1,36.79
16.04.2019,H2,35.97
16.04.2019,H3,35.32
16.04.2019,H4,35.04
16.04.2019,H5,35.48
16.04.2019,H6,39.95
16.04.2019,H7,49.60
16.04.2019,H8,67.01
16.04.2019,H9,60.07
16.04.2019,H10,58.87
16.04.2019,H11,53.58
16.04.2019,H12,48.86
16.04.2019,H13,45.10
16.04.2019,H14,47.89
16.04.2019,H15,45.64
16.04.2019,H16,47.43
16.04.2019,H17,50.13
16.04.2019,H18,56.50
16.04.2019,H19,54.44
16.04.2019,H20,67.36
16.04.2019,H21,73.69
16.04.2019,H22,64.00
16.04.2019,H23,56.05
16.04.2019,H24,45.07
17.04.2019,H1,39.27
17.04.2019,H2,37.28
17.04.2019,H3,36.06
17.04.2019,H4,36.06
17.04.2019,H5,36.30
17.04.2019,H6,45.32
17.04.2019,H7,63.66
17.04.2019,H8,68.78
17.04.2019,H9,69.92
17.04.2019,H10,65.60
17.04.2019,H11,60.35
17.04.2019,H12,57.48
17.04.2019,H13,56.20
17.04.2019,H14,54.02
17.04.2019,H15,56.28
17.04.2019,H16,56.19
17.04.2019,H17,57.94
17.04.2019,H18,58.48
17.04.2019,H19,61.17
17.04.2019,H20,69.97
17.04.2019,H21,74.10
17.04.2019,H22,62.24
17.04.2019,H23,56.28
17.04.2019,H24,45.69
18.04.2019,H1,41.91
18.04.2019,H2,35.75
18.04.2019,H3,34.81
18.04.2019,H4,34.02
18.04.2019,H5,34.65
18.04.2019,H6,40.41
18.04.2019,H7,55.84
18.04.2019,H8,65.01
18.04.2019,H9,64.00
18.04.2019,H10,57.09
18.04.2019,H11,51.89
18.04.2019,H12,48.62
18.04.2019,H13,48.32
18.04.2019,H14,48.11
18.04.2019,H15,50.21
18.04.2019,H16,51.89
18.04.2019,H17,56.08
18.04.2019,H18,56.95
18.04.2019,H19,59.69
18.04.2019,H20,68.06
18.04.2019,H21,71.26
18.04.2019,H22,62.04
18.04.2019,H23,56.58
18.04.2019,H24,46.00
19.04.2019,H1,44.58
19.04.2019,H2,36.59
19.04.2019,H3,32.65
19.04.2019,H4,31.20
19.04.2019,H5,32.01
19.04.2019,H6,35.53
19.04.2019,H7,41.79
19.04.2019,H8,51.87
19.04.2019,H9,54.80
19.04.2019,H10,49.08
19.04.2019,H11,43.89
19.04.2019,H12,41.79
19.04.2019,H13,41.37
19.04.2019,H14,39.79
19.04.2019,H15,39.57
19.04.2019,H16,39.79
19.04.2019,H17,40.10
19.04.2019,H18,41.79
19.04.2019,H19,45.99
19.04.2019,H20,64.49
19.04.2019,H21,69.93
19.04.2019,H22,58.06
19.04.2019,H23,50.29
19.04.2019,H24,40.34
20.04.2019,H1,38.09
20.04.2019,H2,35.90
20.04.2019,H3,34.57
20.04.2019,H4,34.10
20.04.2019,H5,34.00
20.04.2019,H6,35.89
20.04.2019,H7,39.34
20.04.2019,H8,43.05
20.04.2019,H9,42.74
20.04.2019,H10,41.64
20.04.2019,H11,37.03
20.04.2019,H12,34.77
20.04.2019,H13,32.62
20.04.2019,H14,30.86
20.04.2019,H15,32.00
20.04.2019,H16,36.76
20.04.2019,H17,41.37
20.04.2019,H18,47.95
20.04.2019,H19,51.87
20.04.2019,H20,63.95
20.04.2019,H21,70.56
20.04.2019,H22,59.97
20.04.2019,H23,52.73
20.04.2019,H24,40.50
21.04.2019,H1,35.40
21.04.2019,H2,31.44
21.04.2019,H3,30.01
21.04.2019,H4,30.38
21.04.2019,H5,30.44
21.04.2019,H6,31.89
21.04.2019,H7,33.14
21.04.2019,H8,37.47
21.04.2019,H9,37.34
21.04.2019,H10,36.42
21.04.2019,H11,33.61
21.04.2019,H12,31.00
21.04.2019,H13,26.34
21.04.2019,H14,22.93
21.04.2019,H15,19.99
21.04.2019,H16,20.96
21.04.2019,H17,25.42
21.04.2019,H18,32.11
21.04.2019,H19,37.92
21.04.2019,H20,46.07
21.04.2019,H21,51.88
21.04.2019,H22,44.93
21.04.2019,H23,41.38
21.04.2019,H24,37.60
22.04.2019,H1,18.49
22.04.2019,H2,10.52
22.04.2019,H3,10.50
22.04.2019,H4,9.99
22.04.2019,H5,11.02
22.04.2019,H6,16.03
22.04.2019,H7,27.10
22.04.2019,H8,41.38
22.04.2019,H9,39.09
22.04.2019,H10,37.60
22.04.2019,H11,33.61
22.04.2019,H12,25.50
22.04.2019,H13,20.86
22.04.2019,H14,15.93
22.04.2019,H15,12.97
22.04.2019,H16,15.94
22.04.2019,H17,23.96
22.04.2019,H18,30.07
22.04.2019,H19,33.40
22.04.2019,H20,43.90
22.04.2019,H21,58.39
22.04.2019,H22,37.78
22.04.2019,H23,31.33
22.04.2019,H24,15.72
23.04.2019,H1,0.94
23.04.2019,H2,0.06
23.04.2019,H3,0.02
23.04.2019,H4,0.02
23.04.2019,H5,0.02
23.04.2019,H6,16.00
23.04.2019,H7,50.45
23.04.2019,H8,64.03
23.04.2019,H9,70.03
23.04.2019,H10,63.77
23.04.2019,H11,62.04
23.04.2019,H12,61.75
23.04.2019,H13,59.94
23.04.2019,H14,63.68
23.04.2019,H15,67.03
23.04.2019,H16,68.67
23.04.2019,H17,70.44
23.04.2019,H18,60.05
23.04.2019,H19,62.39
23.04.2019,H20,74.52
23.04.2019,H21,82.05
23.04.2019,H22,63.73
23.04.2019,H23,57.07
23.04.2019,H24,49.99
24.04.2019,H1,37.62
24.04.2019,H2,26.00
24.04.2019,H3,25.75
24.04.2019,H4,22.91
24.04.2019,H5,25.50
24.04.2019,H6,43.92
24.04.2019,H7,60.00
24.04.2019,H8,67.06
24.04.2019,H9,68.63
24.04.2019,H10,63.86
24.04.2019,H11,59.45
24.04.2019,H12,52.12
24.04.2019,H13,49.81
24.04.2019,H14,48.89
24.04.2019,H15,48.53
24.04.2019,H16,43.03
24.04.2019,H17,41.40
24.04.2019,H18,43.92
24.04.2019,H19,50.97
24.04.2019,H20,67.68
24.04.2019,H21,75.45
24.04.2019,H22,61.95
24.04.2019,H23,56.05
24.04.2019,H24,48.62
25.04.2019,H1,31.32
25.04.2019,H2,28.59
25.04.2019,H3,27.54
25.04.2019,H4,28.26
25.04.2019,H5,30.67
25.04.2019,H6,40.08
25.04.2019,H7,55.90
25.04.2019,H8,59.96
25.04.2019,H9,57.99
25.04.2019,H10,52.12
25.04.2019,H11,46.03
25.04.2019,H12,42.74
25.04.2019,H13,40.02
25.04.2019,H14,37.62
25.04.2019,H15,36.58
25.04.2019,H16,38.26
25.04.2019,H17,41.01
25.04.2019,H18,46.00
25.04.2019,H19,51.64
25.04.2019,H20,61.96
25.04.2019,H21,68.64
25.04.2019,H22,58.63
25.04.2019,H23,52.75
25.04.2019,H24,45.07
26.04.2019,H1,36.01
26.04.2019,H2,34.00
26.04.2019,H3,32.20
26.04.2019,H4,32.10
26.04.2019,H5,33.33
26.04.2019,H6,37.43
26.04.2019,H7,45.00
26.04.2019,H8,50.76
26.04.2019,H9,53.18
26.04.2019,H10,50.54
26.04.2019,H11,47.22
26.04.2019,H12,44.29
26.04.2019,H13,42.96
26.04.2019,H14,40.42
26.04.2019,H15,37.59
26.04.2019,H16,38.23
26.04.2019,H17,39.30
26.04.2019,H18,41.88
26.04.2019,H19,44.48
26.04.2019,H20,50.67
26.04.2019,H21,51.80
26.04.2019,H22,46.35
26.04.2019,H23,40.97
26.04.2019,H24,37.55
27.04.2019,H1,37.03
27.04.2019,H2,32.86
27.04.2019,H3,30.01
27.04.2019,H4,29.00
27.04.2019,H5,29.07
27.04.2019,H6,30.03
27.04.2019,H7,32.43
27.04.2019,H8,36.40
27.04.2019,H9,38.70
27.04.2019,H10,37.89
27.04.2019,H11,35.00
27.04.2019,H12,32.48
27.04.2019,H13,30.16
27.04.2019,H14,27.39
27.04.2019,H15,24.38
27.04.2019,H16,25.06
27.04.2019,H17,28.36
27.04.2019,H18,33.90
27.04.2019,H19,39.10
27.04.2019,H20,43.46
27.04.2019,H21,48.13
27.04.2019,H22,41.30
27.04.2019,H23,39.70
27.04.2019,H24,35.60
28.04.2019,H1,31.05
28.04.2019,H2,29.27
28.04.2019,H3,27.00
28.04.2019,H4,26.38
28.04.2019,H5,26.23
28.04.2019,H6,26.22
28.04.2019,H7,27.50
28.04.2019,H8,29.36
28.04.2019,H9,33.44
28.04.2019,H10,34.50
28.04.2019,H11,33.49
28.04.2019,H12,34.55
28.04.2019,H13,33.10
28.04.2019,H14,29.10
28.04.2019,H15,26.77
28.04.2019,H16,26.90
28.04.2019,H17,30.17
28.04.2019,H18,36.18
28.04.2019,H19,42.00
28.04.2019,H20,45.80
28.04.2019,H21,49.00
28.04.2019,H22,46.80
28.04.2019,H23,44.25
28.04.2019,H24,40.10
29.04.2019,H1,39.16
29.04.2019,H2,37.05
29.04.2019,H3,34.99
29.04.2019,H4,33.48
29.04.2019,H5,34.30
29.04.2019,H6,39.33
29.04.2019,H7,47.70
29.04.2019,H8,55.70
29.04.2019,H9,57.50
29.04.2019,H10,55.60
29.04.2019,H11,54.20
29.04.2019,H12,50.40
29.04.2019,H13,47.68
29.04.2019,H14,46.15
29.04.2019,H15,44.70
29.04.2019,H16,45.10
29.04.2019,H17,45.12
29.04.2019,H18,46.99
29.04.2019,H19,48.49
29.04.2019,H20,52.66
29.04.2019,H21,65.95
29.04.2019,H22,50.37
29.04.2019,H23,45.90
29.04.2019,H24,40.79
30.04.2019,H1,36.62
30.04.2019,H2,35.31
30.04.2019,H3,34.31
30.04.2019,H4,33.43
30.04.2019,H5,33.81
30.04.2019,H6,37.02
30.04.2019,H7,47.13
30.04.2019,H8,56.07
30.04.2019,H9,60.15
30.04.2019,H10,53.95
30.04.2019,H11,48.66
30.04.2019,H12,47.07
30.04.2019,H13,44.02
30.04.2019,H14,42.46
30.04.2019,H15,39.10
30.04.2019,H16,38.47
30.04.2019,H17,38.56
30.04.2019,H18,41.82
30.04.2019,H19,45.38
30.04.2019,H20,49.76
30.04.2019,H21,54.50
30.04.2019,H22,47.90
30.04.2019,H23,45.00
30.04.2019,H24,40.70
01.05.2019,H1,35.38
01.05.2019,H2,32.52
01.05.2019,H3,31.00
01.05.2019,H4,30.00
01.05.2019,H5,30.00
01.05.2019,H6,29.41
01.05.2019,H7,29.00
01.05.2019,H8,29.29
01.05.2019,H9,29.07
01.05.2019,H10,28.96
01.05.2019,H11,26.93
01.05.2019,H12,24.07
01.05.2019,H13,19.37
01.05.2019,H14,14.04
01.05.2019,H15,7.96
01.05.2019,H16,7.51
01.05.2019,H17,7.41
01.05.2019,H18,20.32
01.05.2019,H19,28.20
01.05.2019,H20,32.21
01.05.2019,H21,37.41
01.05.2019,H22,34.88
01.05.2019,H23,33.58
01.05.2019,H24,29.67
02.05.2019,H1,30.14
02.05.2019,H2,28.92
02.05.2019,H3,26.90
02.05.2019,H4,25.38
02.05.2019,H5,26.65
02.05.2019,H6,33.55
02.05.2019,H7,41.82
02.05.2019,H8,61.00
02.05.2019,H9,60.63
02.05.2019,H10,56.43
02.05.2019,H11,53.99
02.05.2019,H12,51.36
02.05.2019,H13,48.17
02.05.2019,H14,47.21
02.05.2019,H15,50.34
02.05.2019,H16,51.85
02.05.2019,H17,55.09
02.05.2019,H18,52.54
02.05.2019,H19,53.50
02.05.2019,H20,63.32
02.05.2019,H21,72.62
02.05.2019,H22,61.92
02.05.2019,H23,57.04
02.05.2019,H24,48.59
03.05.2019,H1,36.18
03.05.2019,H2,31.03
03.05.2019,H3,30.89
03.05.2019,H4,29.51
03.05.2019,H5,30.33
03.05.2019,H6,34.55
03.05.2019,H7,43.79
03.05.2019,H8,57.28
03.05.2019,H9,62.63
03.05.2019,H10,62.12
03.05.2019,H11,62.03
03.05.2019,H12,61.50
03.05.2019,H13,56.01
03.05.2019,H14,53.80
03.05.2019,H15,55.18
03.05.2019,H16,56.38
03.05.2019,H17,59.66
03.05.2019,H18,55.03
03.05.2019,H19,53.72
03.05.2019,H20,59.00
03.05.2019,H21,70.63
03.05.2019,H22,57.01
03.05.2019,H23,53.43
03.05.2019,H24,45.16
04.05.2019,H1,37.62
04.05.2019,H2,34.91
04.05.2019,H3,33.90
04.05.2019,H4,32.76
04.05.2019,H5,32.63
04.05.2019,H6,32.50
04.05.2019,H7,33.71
04.05.2019,H8,38.63
04.05.2019,H9,43.42
04.05.2019,H10,47.08
04.05.2019,H11,45.00
04.05.2019,H12,48.00
04.05.2019,H13,42.20
04.05.2019,H14,37.43
04.05.2019,H15,34.70
04.05.2019,H16,35.00
04.05.2019,H17,35.01
04.05.2019,H18,35.89
04.05.2019,H19,39.44
04.05.2019,H20,40.74
04.05.2019,H21,46.03
04.05.2019,H22,42.60
04.05.2019,H23,40.61
04.05.2019,H24,35.94
05.05.2019,H1,35.97
05.05.2019,H2,31.50
05.05.2019,H3,29.22
05.05.2019,H4,27.12
05.05.2019,H5,27.05
05.05.2019,H6,25.91
05.05.2019,H7,0.95
05.05.2019,H8,25.91
05.05.2019,H9,30.81
05.05.2019,H10,34.05
05.05.2019,H11,33.65
05.05.2019,H12,32.12
05.05.2019,H13,29.42
05.05.2019,H14,25.26
05.05.2019,H15,23.87
05.05.2019,H16,24.20
05.05.2019,H17,25.79
05.05.2019,H18,29.69
05.05.2019,H19,36.10
